Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
3.820000,0.820957,-0.585146,-87.436069,-158.850907,-239.208385
3.830000,0.761117,-0.582654,-104.328231,-124.006854,-219.340123
3.840000,0.674313,-0.964196,-116.860324,-85.433657,-172.731439
3.850000,0.543210,-1.419536,-124.241479,-38.721603,-108.117762
3.860000,0.394005,-1.300335,-125.916644,7.715145,-64.687729
3.870000,0.280396,-0.567355,-122.885768,38.767077,-62.202224
3.880000,0.230876,0.213734,-117.501495,48.238599,-83.532977
3.890000,0.235569,0.700724,-112.081365,41.410811,-109.188833
3.900000,0.273895,0.963550,-108.081766,25.913258,-135.487931
3.910000,0.323039,0.926799,-106.080894,9.169191,-151.226230
3.920000,0.345918,0.377530,-105.581713,1.806279,-134.010413
3.930000,0.310998,-0.389690,-104.900236,11.600926,-87.169465
3.940000,0.231729,-0.683354,-102.223896,32.705145,-47.741149
3.950000,0.155021,-0.378706,-97.105847,50.599560,-37.316892
3.960000,0.103205,-0.101476,-90.421016,59.459440,-33.965662
3.970000,0.056420,-0.232897,-82.893809,65.967702,-13.090147
3.980000,-0.003493,-0.428021,-74.400823,75.448824,15.215728
3.990000,-0.067748,-0.395644,-64.716098,85.040491,34.336921
4.000000,-0.128977,-0.395320,-54.004977,92.698072,53.999334
4.010000,-0.195171,-0.542106,-42.360013,100.911454,82.295295
4.020000,-0.256856,-0.388061,-29.814381,106.871044,95.033904
4.030000,-0.280677,0.201169,-17.206610,101.409788,74.763906
4.040000,-0.265957,0.446520,-5.972632,85.759865,57.876778
4.050000,-0.273635,-0.291718,3.735319,78.355217,94.828287
4.060000,-0.359454,-1.378866,13.971099,93.865202,174.433437
4.070000,-0.499481,-1.669790,27.084614,122.759718,234.829845
4.080000,-0.619814,-1.064052,43.262268,142.681902,246.530056
4.090000,-0.685095,-0.466089,60.693470,144.835138,240.218575
4.100000,-0.721910,-0.443907,77.756842,138.816020,251.546330
4.110000,-0.768924,-0.777494,94.269319,136.408009,283.163057
4.120000,-0.843752,-1.184315,111.007457,142.118025,327.678730
4.130000,-0.950477,-1.602630,128.973905,156.169079,383.524970
4.140000,-1.077501,-1.767280,148.946012,174.304315,434.344471
4.150000,-1.187548,-1.374534,170.759449,185.505093,453.402111
4.160000,-1.248306,-0.779548,192.982458,181.509211,446.599320
4.170000,-1.276856,-0.719098,214.082692,168.973998,454.307989
4.180000,-1.317621,-1.159143,233.908478,161.377806,489.826749
4.190000,-1.370360,-1.192588,253.167659,157.940263,510.463177
4.200000,-1.376026,-0.330017,271.339138,141.468549,473.456821
