Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
1.770000,-0.084972,-0.418476,8.058518,17.433090,46.890171
1.780000,-0.108816,-0.172843,10.507061,22.137870,43.377540
1.790000,-0.106636,0.161386,13.029697,18.961183,26.995267
1.800000,-0.078635,0.407141,14.709030,8.881460,6.159920
1.810000,-0.036121,0.482581,14.956277,-4.119862,-11.477310
1.820000,0.006196,0.393060,13.709287,-15.568114,-21.244110
1.830000,0.036069,0.193692,11.375463,-22.196195,-21.648508
1.840000,0.046837,-0.040365,8.633414,-22.684496,-14.021338
1.850000,0.038111,-0.240949,6.195804,-17.629145,-1.464301
1.860000,0.014997,-0.354346,4.605672,-9.104864,11.769490
1.870000,-0.013676,-0.353658,4.099365,0.003581,21.454229
1.880000,-0.040375,-0.292916,4.596928,7.515628,27.611057
1.890000,-0.066220,-0.309994,5.915112,13.950949,37.103142
1.900000,-0.101294,-0.478513,8.103336,22.284933,56.772979
1.910000,-0.152579,-0.673369,11.524775,34.249028,83.084552
1.920000,-0.212415,-0.692480,16.485119,47.239332,103.982732
1.930000,-0.263406,-0.500786,22.790267,56.231556,112.008765
1.940000,-0.293448,-0.241435,29.744006,58.290454,109.860360
1.950000,-0.301923,-0.039193,36.530215,54.046568,103.224412
1.960000,-0.295260,0.064848,42.546324,46.031701,96.209677
1.970000,-0.283296,0.041792,47.539851,37.449027,93.474576
1.980000,-0.274601,-0.052613,51.611735,30.768568,95.263885
1.990000,-0.263996,0.021841,54.923413,24.275494,88.552396
2.000000,-0.228307,0.441027,57.104110,11.387912,57.320523
2.010000,-0.149608,0.952284,57.061551,-12.179142,7.447469
2.020000,-0.043995,1.057828,53.796029,-40.597417,-32.286034
2.030000,0.046705,0.635975,47.498573,-61.509923,-42.175387
2.040000,0.095273,0.100065,39.582414,-68.164388,-32.573310
2.050000,0.110045,-0.141345,31.576858,-64.590281,-25.526326
2.060000,0.115434,-0.093028,24.193217,-58.823501,-29.030794
2.070000,0.126085,0.030362,17.376637,-55.202006,-37.916790
2.080000,0.141159,0.071555,10.873230,-53.220823,-44.506763
2.090000,0.146465,-0.116833,4.730779,-48.670320,-37.122011
2.100000,0.118804,-0.595973,-0.348445,-35.292708,-5.134710
2.110000,0.048527,-1.035619,-3.134569,-11.423547,39.152622
2.120000,-0.034512,-0.892543,-2.891705,13.245243,60.223188
2.130000,-0.077992,-0.152404,-0.478149,23.875779,39.915859
2.140000,-0.061964,0.492737,2.038992,16.550218,4.121433
2.150000,-0.019465,0.504508,3.139334,2.700207,-10.748091
2.160000,0.007405,0.144517,2.895344,-5.116814,-2.862633
2.170000,0.010373,-0.077725,2.225844,-5.337886,6.591972
2.180000,0.000560,-0.162682,1.787071,-1.955077,13.876047
2.190000,-0.021860,-0.343608,1.943672,4.614401,29.863655
2.200000,-0.056618,-0.442343,3.081444,13.903874,46.093034
2.210000,-0.080376,-0.131370,5.139232,18.973452,39.377316
2.220000,-0.066954,0.381729,7.128594,12.957514,10.724891
2.230000,-0.023743,0.567833,7.840794,-0.717880,-12.504344
2.240000,0.018464,0.372919,6.960635,-12.499815,-17.444073
2.250000,0.046269,0.212073,5.016087,-18.896923,-19.115483
2.260000,0.069325,0.237597,2.465938,-23.263291,-27.932131
2.270000,0.092499,0.226222,-0.586956,-27.162800,-35.059769
2.280000,0.112931,0.188996,-4.035989,-29.843350,-40.065512
2.290000,0.143052,0.428302,-7.918231,-34.997260,-61.311464
2.300000,0.202158,0.843797,-12.881566,-47.765813,-100.538670
2.310000,0.275520,0.816273,-19.624405,-63.031719,-123.727944
2.320000,0.311646,0.090565,-27.536047,-65.957643,-101.671922
2.330000,0.278413,-0.718288,-34.532782,-48.991251,-52.555162
2.340000,0.203314,-0.871288,-38.740033,-22.254238,-20.348797
2.350000,0.141170,-0.413272,-40.057537,-2.293403,-21.317740
2.360000,0.115174,0.015284,-39.781471,5.229290,-33.105590
2.370000,0.104289,0.005908,-39.004248,7.717681,-29.425837
2.380000,0.076416,-0.330616,-37.692056,14.767230,-4.706551
2.390000,0.016996,-0.704819,-35.014985,29.916094,32.322399
2.400000,-0.066443,-0.889020,-30.155281,50.088297,68.429333
2.410000,-0.147375,-0.683883,-22.993247,67.205619,85.374920
2.420000,-0.187278,-0.016452,-14.562065,70.745406,66.877284
2.430000,-0.158589,0.819915,-6.947743,54.524476,17.554562
2.440000,-0.073085,1.252724,-2.267557,24.192908,-31.696446
